step,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train
19,19,0.42918070214135307,0.8642857142857143,0.5372785972224341,0.8166666666666667,1749097106.1312814,2025/06/05 13:18:26,14.076932668685913,14.1s,1.2955012321472168,1.0209145545959473,1.5725550651550293
20,20,0.44390932264782135,0.8488095238095238,0.5175651007228428,0.8277777777777777,1749097107.0047395,2025/06/05 13:18:27,14.950390815734863,15.0s,1.395951509475708,1.102571964263916,1.6491045951843262
21,21,0.4709923772584824,0.8535714285714285,0.5371595038308038,0.8194444444444444,1749097107.7540996,2025/06/05 13:18:27,15.699750900268555,15.7s,1.4496567249298096,1.1453590393066406,1.7021210193634033
22,22,0.43851627452032904,0.8630952380952381,0.5348113033506605,0.825,1749097108.4800894,2025/06/05 13:18:28,16.425740718841553,16.4s,1.5087254047393799,1.180072546005249,1.7692489624023438
23,23,0.43655332156590054,0.8583333333333333,0.5246318605211046,0.8222222222222222,1749097109.441502,2025/06/05 13:18:29,17.387153387069702,17.4s,1.5880694389343262,1.2491040229797363,1.8454747200012207
24,24,0.432502293586731,0.8535714285714285,0.5130109502209558,0.825,1749097110.1219203,2025/06/05 13:18:30,18.06757164001465,18.1s,1.6434659957885742,1.293107032775879,1.8997547626495361
25,25,0.41256708971091677,0.861904761904762,0.5079522967338562,0.825,1749097111.0372279,2025/06/05 13:18:31,18.982879161834717,19.0s,1.7283194065093994,1.3601596355438232,1.9619135856628418
26,26,0.44601204452060517,0.8452380952380952,0.5042190545135075,0.8277777777777777,1749097111.8307648,2025/06/05 13:18:31,19.776416063308716,19.8s,1.7896735668182373,1.4112131595611572,2.019169807434082
27,27,0.440928339106696,0.8488095238095238,0.5206386049588522,0.825,1749097112.5024014,2025/06/05 13:18:32,20.448052644729614,20.4s,1.8435273170471191,1.4457128047943115,2.0717084407806396
28,28,0.42296951838902064,0.8666666666666667,0.5043069329526689,0.8361111111111111,1749097113.4362817,2025/06/05 13:18:33,21.381932973861694,21.4s,1.9413790702819824,1.5225989818572998,2.1234068870544434
29,29,0.4001236926941645,0.8690476190476191,0.488969788286421,0.8388888888888889,1749097114.118912,2025/06/05 13:18:34,22.064563274383545,22.1s,1.9865326881408691,1.5568451881408691,2.1907694339752197
30,30,0.3965987012499855,0.8666666666666667,0.4897535377078586,0.8388888888888889,1749097114.8057656,2025/06/05 13:18:34,22.7514169216156,22.8s,2.038257360458374,1.5953130722045898,2.2732138633728027
