acceptedNameUsageID,Scientific name,Item,Top,Bottom,midPoint
127407,Aluterus monoceros,max size,,,76.2
127407,Aluterus monoceros,common size,,,40
127414,Lagocephalus lagocephalus,Depth,10,1000,
127414,Lagocephalus lagocephalus,Depth,10,100,
127420,Grammicolepis brachiusculus,Lat,-37,42,
127420,Grammicolepis brachiusculus,lon,-80,180,
127420,Grammicolepis brachiusculus,lon,-180,-154,
127420,Grammicolepis brachiusculus,Depth,500,700,
127420,Grammicolepis brachiusculus,Depth,300,1016,
127420,Grammicolepis brachiusculus,max size,,,64
127426,Zenopsis conchifer,Lat,-28,58,
127426,Zenopsis conchifer,Depth,200,300,
127426,Zenopsis conchifer,Depth,90,600,
127426,Zenopsis conchifer,max size,,,80
127426,Zenopsis conchifer,common size,,,50
151174,Scomber colias,Lat,-65,46,
151174,Scomber colias,lon,-98,42,
151174,Scomber colias,Depth,0,300,
151174,Scomber colias,max size,,,55
151324,Sebastes norvegicus/ Sebastes marinus,Lat,39,79,
151324,Sebastes norvegicus/ Sebastes marinus,lon,-75,71,
151324,Sebastes norvegicus/ Sebastes marinus,Depth,100,1000,
151324,Sebastes norvegicus/ Sebastes marinus,Depth,100,500,
151324,Sebastes norvegicus/ Sebastes marinus,max size,,,100
151324,Sebastes norvegicus/ Sebastes marinus,common size,,,45
151482,Pomatomus saltatrix,Lat,-44,53,
151482,Pomatomus saltatrix,Lon,-98,180,
151482,Pomatomus saltatrix,Depth,0,200,
151482,Pomatomus saltatrix,max size,,,130
151482,Pomatomus saltatrix,common size,,,60
151482,Pomatomus saltatrix,Temperature,14,30,
151482,Pomatomus saltatrix,spawning temparature,20,26.8,
154721,Balistes capriscus,Lat,-37,58,
154721,Balistes capriscus,Lon,-98,36,
154721,Balistes capriscus,Depth,30,50,
154721,Balistes capriscus,Depth,0,110,
154721,Balistes capriscus,max size,,,66
154721,Balistes capriscus,common size,,,44
154721,Balistes capriscus,spawning temperature,22.6,,
158508,Carcharhinus acronotus,Lat,-37,40,
158508,Carcharhinus acronotus,Lon,-100,-33,
158508,Carcharhinus acronotus,Depth,9,64,
158510,Rhizoprionodon terraenovae,Lat,-25,43,
158510,Rhizoprionodon terraenovae,Lon,-100,-32,
158510,Rhizoprionodon terraenovae,Depth,0,280,
158510,Rhizoprionodon terraenovae,Depth,0,10,
158510,Rhizoprionodon terraenovae,max size,,,110
158510,Rhizoprionodon terraenovae,common size,,,70
158523,Etmopterus gracilispinis,Lat,-45,40,
158523,Etmopterus gracilispinis,Depth,70,480,pelagic
158523,Etmopterus gracilispinis,Depth,25,1200,
158523,Etmopterus gracilispinis,max size,?,,33
158523,Etmopterus gracilispinis,max size,?,,35
158530,Mobula hypostoma,Lat,-40,41,
158530,Mobula hypostoma,Lon,-80,-29,
158530,Mobula hypostoma,Depth,0,100,
158540,Pteroplatytrygon violacea,lat,-50,52,
158540,Pteroplatytrygon violacea,Lon,-180,180,
158540,Pteroplatytrygon violacea,Depth,1,100,
158540,Pteroplatytrygon violacea,Depth,1,381,
158540,Pteroplatytrygon violacea,max size,,,96
158540,Pteroplatytrygon violacea,common size,,,80
158668,Alosa mediocris,lat,25,46,
158668,Alosa mediocris,lon,-82,-66,
158668,Alosa mediocris,max size,,,60
158668,Alosa mediocris,common size,,,34
158669,Alosa pseudoharengus,Lat,34,55,
158669,Alosa pseudoharengus,lon,-93,-53,
158669,Alosa pseudoharengus,Depth,5,145,
158669,Alosa pseudoharengus,max size,,,40
158669,Alosa pseudoharengus,common size,,,30
158691,Brevoortia tyrannus,Lat,30,46,
158691,Brevoortia tyrannus,lon,-81,-64,
158691,Brevoortia tyrannus,Depth,0,50,
158691,Brevoortia tyrannus,max size,,,50
158695,Opisthonema oglinum,Lat,-37,41,
158695,Opisthonema oglinum,lon,-98,-33,
158695,Opisthonema oglinum,Depth,0,3,
158695,Opisthonema oglinum,Depth,0,180,
158695,Opisthonema oglinum,Depth,0,50,
158695,Opisthonema oglinum,max size,,,38
158695,Opisthonema oglinum,max size,,,38
158695,Opisthonema oglinum,common size,,,20
158695,Opisthonema oglinum,common size,,,20
158736,Stomias affinis,lat,-39,35,
158736,Stomias affinis,lon,-180,180,
158736,Stomias affinis,Depth,0,3182,
158736,Stomias affinis,max size,,,20
158736,Stomias affinis,max size,,,21.9
158812,Istiophorus platypterus,Lat,-43,50,
158812,Istiophorus platypterus,Lon,-180,180,
158812,Istiophorus platypterus,Depth,0,10,
158812,Istiophorus platypterus,Depth,0,500,
158812,Istiophorus platypterus,max size,,,348
158812,Istiophorus platypterus,common size,,,270
158812,Istiophorus platypterus,Temperature,21,28,
158843,Astronesthes richardsoni,Lat,-18,62,
158843,Astronesthes richardsoni,lon,-98,14,
158843,Astronesthes richardsoni,Depth,275,1000,
158843,Astronesthes richardsoni,max size,,,17.2
158873,Lestrolepis intermedia,Lat,-37,46,
158873,Lestrolepis intermedia,lon,-180,-147,
158873,Lestrolepis intermedia,lon,-98,180,
158873,Lestrolepis intermedia,Depth,10,2700,
158873,Lestrolepis intermedia,Depth,35,1320,
158873,Lestrolepis intermedia,max size,,,33.8
158887,Diaphus fragilis,Lat,-36,35,
158887,Diaphus fragilis,lon,-180,-153,
158887,Diaphus fragilis,lon,-78,180,
158887,Diaphus fragilis,Depth,15,125,Night
158887,Diaphus fragilis,Depth,520,600,Day
158887,Diaphus fragilis,Depth,15,1313,
158887,Diaphus fragilis,max size,,,12.3
158890,Diaphus perspicillatus,Lat,-35.93333333,27.5,Western Atlantic
158890,Diaphus perspicillatus,Lat,-58,50,
158890,Diaphus perspicillatus,lon,-180,-153,
158890,Diaphus perspicillatus,lon,-78,180,
158890,Diaphus perspicillatus,Depth,315,1500,Day
158890,Diaphus perspicillatus,Depth,0,125,Night
158890,Diaphus perspicillatus,max size,,,10.4
158894,Diaphus taaningi,Lat,-27,44,
158894,Diaphus taaningi,Depth,40,250,Night
158894,Diaphus taaningi,Depth,325,475,Day
158894,Diaphus taaningi,max size,,,7
158898,Lampanyctus tenuiformis,Lat,-52,41,
158898,Lampanyctus tenuiformis,lon,-180,14,
158898,Lampanyctus tenuiformis,lon,105,180,
158898,Lampanyctus tenuiformis,Depth,40,325,Night
158898,Lampanyctus tenuiformis,Depth,300,700,Day
158898,Lampanyctus tenuiformis,max size,,,15.3
158913,Notoscopelus bolini,Lat,15,50,
158913,Notoscopelus bolini,lon,-50,36,
158913,Notoscopelus bolini,Depth,0,125,Night
158913,Notoscopelus bolini,Depth,1000,1300,Day
158913,Notoscopelus bolini,max size,,,10.3
158913,Notoscopelus bolini,max size,,,10.2
158916,Notoscopelus resplendens,Lat,-61,55,
158916,Notoscopelus resplendens,Depth,0,300,Night
158916,Notoscopelus resplendens,Depth,651,2000,Day
158916,Notoscopelus resplendens,max size,,,9.5
158917,Protomyctophum arcticum,Lat,40,70,
158917,Protomyctophum arcticum,lon,-65,12,
158917,Protomyctophum arcticum,Depth,90,325,
158917,Protomyctophum arcticum,Depth,250,850,
158917,Protomyctophum arcticum,Depth,90,1600,
158917,Protomyctophum arcticum,max size,,,6
158960,Coryphaenoides rupestris,Lat,20,73,
158960,Coryphaenoides rupestris,lon,-77,32,
158960,Coryphaenoides rupestris,Depth,400,1200,
158960,Coryphaenoides rupestris,Depth,180,2600,
158960,Coryphaenoides rupestris,max size,,,110
159067,Brotula barbata,Lat,-14,30,
159067,Brotula barbata,lon,-98,15,
159067,Brotula barbata,Depth,50,300,
159067,Brotula barbata,max size,,,94
159067,Brotula barbata,common size,,,50
159184,Lophius americanus,Lat,28,60,
159184,Lophius americanus,Lon,-82,-43,
159184,Lophius americanus,Depth,0,800,
159184,Lophius americanus,max size,,,120
159184,Lophius americanus,common size,,,90
159184,Lophius americanus,temperature,0,21,
159228,Menidia menidia,Lat,25,60,
159228,Menidia menidia,lon,-82,-52,
159228,Menidia menidia,Depth,0,126,
159228,Menidia menidia,Depth,0,3,
159228,Menidia menidia,max size,,,15
159228,Menidia menidia,common size,,,11.5
159246,Ablennes hians,Lat,-37,43,
159246,Ablennes hians,Lon,-180,180,
159246,Ablennes hians,Depth,0,12,
159246,Ablennes hians,max size,,,140
159246,Ablennes hians,common size,,,70
159246,Ablennes hians,Temperature,,23.9,
159261,Cheilopogon furcatus,Lat,-42,46,
159261,Cheilopogon furcatus,lon,-180,180,
159261,Cheilopogon furcatus,Depth,0,20,
159261,Cheilopogon furcatus,max size,,,35
159261,Cheilopogon furcatus,common size,,,25
159276,Euleptorhamphus velox,Depth,0,5,
159276,Euleptorhamphus velox,max size,,,61
159276,Euleptorhamphus velox,common size,,,35
159281,Hyporhamphus unifasciatus,Lat,-40,45,
159281,Hyporhamphus unifasciatus,lon,-98,-32,
159281,Hyporhamphus unifasciatus,Depth,0,5,
159281,Hyporhamphus unifasciatus,max size,,,30
159281,Hyporhamphus unifasciatus,common size,,,20
159288,Abudefduf saxatilis,Lat,-37,41,
159288,Abudefduf saxatilis,Lon,-89,14,
159288,Abudefduf saxatilis,Depth,0,40,
159288,Abudefduf saxatilis,max size,,,22.9
159288,Abudefduf saxatilis,common size,,,15
159330,Melamphaes pumilus,Lat,10,40,
159330,Melamphaes pumilus,Depth,200,2000,
159330,Melamphaes pumilus,Depth,50,400,
159330,Melamphaes pumilus,max size,,,2.3
159335,Sciaenops ocellatus,Lat,0,43,
159335,Sciaenops ocellatus,Depth,0,27,
159335,Sciaenops ocellatus,max size,,,155
159335,Sciaenops ocellatus,common size,,,100
159335,Sciaenops ocellatus,Temperature,15,26,
159340,Scomberomorus cavalla,Lat,-22,44,
159340,Scomberomorus cavalla,Lon,-98,-34,
159340,Scomberomorus cavalla,Depth,5,140,
159340,Scomberomorus cavalla,Depth,5,15,
159340,Scomberomorus cavalla,max size,,,184
159340,Scomberomorus cavalla,common size,,,70
159340,Scomberomorus cavalla,spawning temperature,26.3,31,Larvae
159342,Scomberomorus maculatus,Lat,19,44,
159342,Scomberomorus maculatus,lon,-97,-64,
159342,Scomberomorus maculatus,Depth,0,35,
159342,Scomberomorus maculatus,max size,,,91
159343,Thunnus atlanticus,Lat,-26,,
159343,Thunnus atlanticus,Lat,-28,43,
159343,Thunnus atlanticus,Lon,-100,-26,
159343,Thunnus atlanticus,Depth,0,57,
159343,Thunnus atlanticus,max size,,,108
159343,Thunnus atlanticus,common size,,,72
159343,Thunnus atlanticus,Temperature,20,?,
159343,Thunnus atlanticus,spawning temperature,29,,
159423,Cubiceps capensis,Lat,-35,40,
159423,Cubiceps capensis,Depth,0,140,
159427,Psenes cyanophrys,Lat,-43,49,
159427,Psenes cyanophrys,Lon,-180,180,
159427,Psenes cyanophrys,Depth,0,550,
159427,Psenes cyanophrys,spawning temperature,26.64,28.8,
159445,Hippocampus erectus,Lat,-32,50,
159445,Hippocampus erectus,lon,-98,-32,
159445,Hippocampus erectus,Depth,1,73,
159445,Hippocampus erectus,max size,,,19
159484,Decapterus tabl,Lat,-55,45,
159484,Decapterus tabl,lon,102,180,
159484,Decapterus tabl,lon,-180,41,
159484,Decapterus tabl,Depth,150,220,
159484,Decapterus tabl,Depth,7,550,
159484,Decapterus tabl,max size,,,50
159484,Decapterus tabl,common size,,,25
159486,Xanthichthys ringens,Lat,-33,37,
159486,Xanthichthys ringens,lon,-89,-34,
159486,Xanthichthys ringens,Depth,30,60,
159486,Xanthichthys ringens,Depth,0,190,
159486,Xanthichthys ringens,max size,,,25
159490,Aluterus schoepfii,Lat,-27,46,
159490,Aluterus schoepfii,Lon,-97,13,
159490,Aluterus schoepfii,Depth,0,900,
159490,Aluterus schoepfii,Depth,0,50,
159490,Aluterus schoepfii,max size,,,61
159490,Aluterus schoepfii,common size,,,40
159491,Aluterus scriptus,Lat,-30,46,
159491,Aluterus scriptus,Lon,-180,180,
159491,Aluterus scriptus,max size,,,110
159491,Aluterus scriptus,common size,,,55
159570,Prionotus alatus,lat,-10,38,
159570,Prionotus alatus,Lon,-98,-60,
159570,Prionotus alatus,Depth,35,457,
159570,Prionotus alatus,Depth,35,180,
159658,Uraspis secunda,Lat,-34,42,
159658,Uraspis secunda,Lon,-180,180,
159658,Uraspis secunda,Depth,1,50,
159658,Uraspis secunda,max size,,,50
159658,Uraspis secunda,common size,,,40
159712,Neoepinnula americana,Lat,3,31,
159712,Neoepinnula americana,lon,-94,-49,
159712,Neoepinnula americana,Depth,183,515,
159712,Neoepinnula americana,max size,,,30
159712,Neoepinnula americana,max size,,,22
159800,Lutjanus synagris,Lat,-38,38,
159800,Lutjanus synagris,lon,-98,-31,
159800,Lutjanus synagris,Depth,1,400,
159800,Lutjanus synagris,Depth,21,70,
159800,Lutjanus synagris,max size,,,60
159800,Lutjanus synagris,common size,,,25
159803,Ocyurus chrysurus,Lat,-26,42,
159803,Ocyurus chrysurus,lon,-98,-31,
159803,Ocyurus chrysurus,Depth,1,165,
159803,Ocyurus chrysurus,Depth,10,70,
159803,Ocyurus chrysurus,max size,,,86.3
159803,Ocyurus chrysurus,common size,,,40
159827,Peprilus paru,Lat,-38,?,
159827,Peprilus paru,Depth,50,70,
159827,Peprilus paru,Depth,15,136,
159827,Peprilus paru,max size,,,30
159827,Peprilus paru,common size,,,18
159833,Aphanopus intermedius,Lat,-35,50,
159833,Aphanopus intermedius,Lon,-180,14,
159833,Aphanopus intermedius,Lon,105,180,
159833,Aphanopus intermedius,Depth,800,1300,
159833,Aphanopus intermedius,Depth,300,1408,
159836,Evoxymetopon taeniatus,Lat,-29,35,
159836,Evoxymetopon taeniatus,Lon,-180,-39,
159836,Evoxymetopon taeniatus,Lon,126,180,
159836,Evoxymetopon taeniatus,Depth,100,200,
159836,Evoxymetopon taeniatus,max size,,,200
159836,Evoxymetopon taeniatus,common size,,,155
212050,Sphyraena putnamae,Lat,-31,36,
212050,Sphyraena putnamae,Lon,-180,-146,
212050,Sphyraena putnamae,Lon,30,180,
212050,Sphyraena putnamae,Depth,3,20,
212050,Sphyraena putnamae,max size,,,90
212050,Sphyraena putnamae,common size,,,60
212239,Hippocampus histrix,Lat,-35,35,
212239,Hippocampus histrix,lon,22,180,
212239,Hippocampus histrix,lon,-180,-132,
212239,Hippocampus histrix,Depth,15,40,
212239,Hippocampus histrix,Depth,1,82,
212239,Hippocampus histrix,max size,,,17
212264,Herklotsichthys quadrimaculatus,Lat,-33,39,
212264,Herklotsichthys quadrimaculatus,lon,-180,-166,
212264,Herklotsichthys quadrimaculatus,lon,29,180,
212264,Herklotsichthys quadrimaculatus,Depth,1,13,
212264,Herklotsichthys quadrimaculatus,max size,,,25
212264,Herklotsichthys quadrimaculatus,common size,,,10
212280,Stolephorus indicus,Lat,-37,30,
212280,Stolephorus indicus,lon,-180,-144,
212280,Stolephorus indicus,lon,23,180,
212280,Stolephorus indicus,Depth,20,50,
212280,Stolephorus indicus,max size,,,18
212280,Stolephorus indicus,max size,,,15.3
212280,Stolephorus indicus,max size,,,15.5
212280,Stolephorus indicus,common size,,,12
215607,Etmopterus granulosus,Lat,-59,-29,
215607,Etmopterus granulosus,Depth,400,600,
215607,Etmopterus granulosus,Depth,220,1620,
215607,Etmopterus granulosus,max size,?,,86
215608,Euprotomicrus bispinatus,Lat,-54,38,
215608,Euprotomicrus bispinatus,Depth,400,1800,Day
215608,Euprotomicrus bispinatus,Depth,0,200,Night
215608,Euprotomicrus bispinatus,max size,?,,30.5
215612,Isistius brasiliensis,lat,-47,35,
215612,Isistius brasiliensis,Lon,-180,180,
215612,Isistius brasiliensis,Depth,1000,3500,Day
215612,Isistius brasiliensis,Depth,0,20,Night
215612,Isistius brasiliensis,max size,,,42
215612,Isistius brasiliensis,max size,,,56
215612,Isistius brasiliensis,common size,,,36
215612,Isistius brasiliensis,common size,,,39
217337,Carcharhinus amblyrhynchos,Lat,-35,29,
217337,Carcharhinus amblyrhynchos,Lon,-180,-151,
217337,Carcharhinus amblyrhynchos,Lon,33,180,
217337,Carcharhinus amblyrhynchos,Depth,0,280,
217340,Carcharhinus amboinensis,lat,-26,26,
217340,Carcharhinus amboinensis,Depth,0,60,
217340,Carcharhinus amboinensis,Depth,0,150,
217341,Carcharhinus brachyurus,lat,-52,45,
217341,Carcharhinus brachyurus,Lon,-122,180,
217341,Carcharhinus brachyurus,Depth,1,145,
217341,Carcharhinus brachyurus,Depth,0,360,
217342,Carcharhinus porosus,lat,-36,33,
217342,Carcharhinus porosus,Lon,-116,-33,
217342,Carcharhinus porosus,Depth,0,84,
217342,Carcharhinus porosus,Depth,16,32,
217342,Carcharhinus porosus,max size,,,150
217342,Carcharhinus porosus,common size,,,90
217352,Carcharhinus albimarginatus,Lat,-31,32,
217352,Carcharhinus albimarginatus,Lon,-180,-77,
217352,Carcharhinus albimarginatus,Lon,31,180,
217352,Carcharhinus albimarginatus,Depth,0,800,
217352,Carcharhinus albimarginatus,max size,,,300
217352,Carcharhinus albimarginatus,common size,,,200
217430,Mobula thurstoni,lat,-34,38,
217430,Mobula thurstoni,Depth,0,100,
217430,Mobula thurstoni,max size,,,220
217430,Mobula thurstoni,common size,,,150
217436,Mobula kuhlii,Depth,0,50,
217436,Mobula kuhlii,max size,?,,120
217436,Mobula kuhlii,max size,?,,135
217436,Mobula kuhlii,max size,?,,119
217452,Sardinops sagax,Lat,-47,61,
217452,Sardinops sagax,lon,-145,180,
217452,Sardinops sagax,Depth,0,200,
217452,Sardinops sagax,common size,18,25,21.5
217452,Sardinops sagax,max size,,,36
217452,Sardinops sagax,max size,,,39.5
217452,Sardinops sagax,common size,,,21.5
217452,Sardinops sagax,common size,,,20
217618,Melanostomias paucilaternatus,Lat,-27,-27,
217618,Melanostomias paucilaternatus,Lat,-18,-18,
217618,Melanostomias paucilaternatus,lon,3,3,
217618,Melanostomias paucilaternatus,lon,-14,-14,
217618,Melanostomias paucilaternatus,Depth,150,2000,
217618,Melanostomias paucilaternatus,max size,,,20.1
217632,Pseudocarcharias kamoharai,Lat,-40,40,
217632,Pseudocarcharias kamoharai,Lon,-180,180,
217632,Pseudocarcharias kamoharai,Depth,0,590,
217632,Pseudocarcharias kamoharai,Depth,0,200,
217632,Pseudocarcharias kamoharai,max size,,,110
217632,Pseudocarcharias kamoharai,common size,,,100
217680,Benthosema pterotum,Lat,-33,37,
217680,Benthosema pterotum,lon,33,154,
217680,Benthosema pterotum,Depth,10,200,Night
217680,Benthosema pterotum,Depth,130,300,Day
217680,Benthosema pterotum,max size,,,7
217697,Electrona antarctica,Lat,-78,-45,
217697,Electrona antarctica,Depth,1,1010,
217697,Electrona antarctica,max size,,,10.3
217697,Electrona antarctica,max size,,,11.5
217698,Gonichthys barnesi,Lat,-40,-30,
217698,Gonichthys barnesi,lon,-180,180,
217698,Gonichthys barnesi,Depth,0,175,Night
217698,Gonichthys barnesi,Depth,425,1000,Day
217698,Gonichthys barnesi,max size,,,5
217704,Lampanyctodes hectoris,Lat,-43,-13,
217704,Lampanyctodes hectoris,Depth,100,850,Day
217704,Lampanyctodes hectoris,Depth,0,1000,
217704,Lampanyctodes hectoris,max size,,,7
217707,Lampanyctus achirus,Lat,?,-21,
217707,Lampanyctus achirus,Depth,800,1000,
217707,Lampanyctus achirus,Depth,200,1000,
217707,Lampanyctus achirus,max size,,,16.2
217720,Symbolophorus barnardi,lat,-45,-27,
217720,Symbolophorus barnardi,Depth,0,450,
217720,Symbolophorus barnardi,Depth,100,800,
217720,Symbolophorus barnardi,max size,,,11.6
217820,Selachophidium guentheri,Lat,-40,-17,
217820,Selachophidium guentheri,Depth,200,980,
217820,Selachophidium guentheri,Depth,200,400,
217820,Selachophidium guentheri,max size,,,28
217820,Selachophidium guentheri,max size,,,30
217959,Neocyttus rhomboidalis,Lat,-48,-23,
217959,Neocyttus rhomboidalis,lon,-81,180,
217959,Neocyttus rhomboidalis,lon,-180,-176,
217959,Neocyttus rhomboidalis,Depth,450,800,
217959,Neocyttus rhomboidalis,Depth,200,1240,
218404,Caranx sexfasciatus,Lat,-36,32,
218404,Caranx sexfasciatus,Lon,-180,-77,
218404,Caranx sexfasciatus,Lon,25,180,
218404,Caranx sexfasciatus,Depth,0,146,
218404,Caranx sexfasciatus,max size,,,120
218404,Caranx sexfasciatus,common size,,,60
218404,Caranx sexfasciatus,Temperature,26,29,
218419,Caranx melampygus,Lat,-35,35,
218419,Caranx melampygus,Lon,-180,-78,
218419,Caranx melampygus,Lon,30,180,
218419,Caranx melampygus,Depth,1,190,
218419,Caranx melampygus,max size,,,117
218419,Caranx melampygus,common size,,,60
218426,Decapterus macrosoma,Lat,-34,39,
218426,Decapterus macrosoma,lon,-180,180,
218426,Decapterus macrosoma,Depth,30,70,
218426,Decapterus macrosoma,Depth,20,214,
218426,Decapterus macrosoma,max size,,,35
218426,Decapterus macrosoma,common size,,,25
218436,Seriola lalandi,Lat,-57,55,
218436,Seriola lalandi,Lon,-180,180,
218436,Seriola lalandi,Depth,1,146,
218436,Seriola lalandi,Depth,3,825,
218436,Seriola lalandi,max size,,,250
218436,Seriola lalandi,common size,,,80
218436,Seriola lalandi,Temperature,18,24,
218444,Trachurus capensis,Lat,-37,7,
218444,Trachurus capensis,lon,4,24,
218444,Trachurus capensis,Depth,0,500,
218444,Trachurus capensis,Depth,100,300,
218444,Trachurus capensis,max size,,,52
218444,Trachurus capensis,max size,,,60
218444,Trachurus capensis,common size,,,30
218448,Uraspis uraspis,Lat,-36,30,
218448,Uraspis uraspis,Lon,-180,-154,
218448,Uraspis uraspis,Lon,22,180,
218448,Uraspis uraspis,Depth,20,130,
218449,Uraspis helvola,Lat,-50,35,
218449,Uraspis helvola,Lon,32,180,
218449,Uraspis helvola,Lon,-180,-5,
218449,Uraspis helvola,Depth,50,300,
218449,Uraspis helvola,max size,,,58
218449,Uraspis helvola,common size,,,35
218450,Mene maculata,Lat,-30,32,
218450,Mene maculata,Lon,30,169,
218450,Mene maculata,Depth,50,200,
218450,Mene maculata,max size,,,30
218450,Mene maculata,common size,,,20
218465,Emmelichthys nitidus,Lat,-43,16,
218465,Emmelichthys nitidus,lon,-13,180,
218465,Emmelichthys nitidus,lon,-180,-167,
218465,Emmelichthys nitidus,Depth,86,500,
218465,Emmelichthys nitidus,max size,,,55
218706,Kyphosus vaigiensis,Lat,-38,35,
218706,Kyphosus vaigiensis,Lon,-180,-133,
218706,Kyphosus vaigiensis,Lon,25,180,
218706,Kyphosus vaigiensis,Depth,0,40,
218706,Kyphosus vaigiensis,max size,,,70
218706,Kyphosus vaigiensis,common size,,,50
218708,Kyphosus cinerascens,Lat,-30,35,
218708,Kyphosus cinerascens,Lon,-180,-140,
218708,Kyphosus cinerascens,Lon,30,180,
218708,Kyphosus cinerascens,Depth,1,25,
218708,Kyphosus cinerascens,Depth,1,40,
218708,Kyphosus cinerascens,max size,50,53,53
218708,Kyphosus cinerascens,common size,,,45
218710,Platax teira,Lat,-36,31,
218710,Platax teira,lon,23,175,
218710,Platax teira,Depth,3,70,
218710,Platax teira,max size,,,65
218710,Platax teira,max size,,,70
219667,Naso hexacanthus,Lat,-32,31,
219667,Naso hexacanthus,lon,30,180,
219667,Naso hexacanthus,lon,-180,-122,
219667,Naso hexacanthus,Depth,6,229,
219671,Naso brevirostris,Lat,-36,29,
219671,Naso brevirostris,lon,26,180,
219671,Naso brevirostris,lon,-180,-137,
219671,Naso brevirostris,Depth,4,46,
219671,Naso brevirostris,Depth,2,122,
219671,Naso brevirostris,max size,,,60
219671,Naso brevirostris,max size,,,75
219671,Naso brevirostris,common size,,,50
219697,Thyrsites atun,Lat,-56,-21,
219697,Thyrsites atun,Lon,-75,177,
219697,Thyrsites atun,Depth,100,500,
219697,Thyrsites atun,Depth,0,550,
219697,Thyrsites atun,max size,,,200
219697,Thyrsites atun,common size,,,75
219697,Thyrsites atun,Temperature,13,18,
219707,Allothunnus fallai,Lat,-35,-20,
219707,Allothunnus fallai,Lat,-50,-10,
219707,Allothunnus fallai,Lon,-180,180,
219707,Allothunnus fallai,max size,,,105
219707,Allothunnus fallai,common size,,,86
219707,Allothunnus fallai,Temperature,19,24,
219709,Gasterochisma melampus,Lat,-55,-19,
219709,Gasterochisma melampus,Lon,-180,180,
219709,Gasterochisma melampus,Depth,0,200,
219709,Gasterochisma melampus,Temperature,8,15,
219712,Gymnosarda unicolor,Lat,-30,31,
219712,Gymnosarda unicolor,Lon,-180,-130,
219712,Gymnosarda unicolor,Lon,32,180,
219712,Gymnosarda unicolor,max size,,,248
219712,Gymnosarda unicolor,common size,,,190
219712,Gymnosarda unicolor,Temperature,20,28,
219715,Scomber australasicus,Lat,-50,43,
219715,Scomber australasicus,lon,32,180,
219715,Scomber australasicus,lon,-180,-110,
219715,Scomber australasicus,Depth,0,300,
219715,Scomber australasicus,Depth,87,200,
219715,Scomber australasicus,max size,,,44
219715,Scomber australasicus,max size,,,40
219715,Scomber australasicus,common size,,,30
219719,Scomberomorus plurilineatus,Lat,-37,-1,
219719,Scomberomorus plurilineatus,lon,23,59,
219719,Scomberomorus plurilineatus,Depth,0,200,
219719,Scomberomorus plurilineatus,max size,,,120
219720,Thunnus maccoyii,Lat,-50,-30,
219720,Thunnus maccoyii,Lat,-60,-10,
219720,Thunnus maccoyii,Lon,-180,180,
219720,Thunnus maccoyii,Depth,0,1000,
219720,Thunnus maccoyii,Depth,50,2743,
219720,Thunnus maccoyii,max size,,,245
219720,Thunnus maccoyii,common size,,,160
219720,Thunnus maccoyii,Temperature,5,20,
219720,Thunnus maccoyii,spawning temperature,24,,
219720,Thunnus maccoyii,spawning temperature,20,30,
219722,Thunnus tonggol,Lat,-33,47,
219722,Thunnus tonggol,Lat,-31,47,
219722,Thunnus tonggol,Lon,34,154,
219722,Thunnus tonggol,Depth,0,10,
219722,Thunnus tonggol,max size,,,145
219722,Thunnus tonggol,common size,,,70
219722,Thunnus tonggol,Temperature,,,24
219722,Thunnus tonggol,spawning temperature,,,28
219734,Tetrapturus angustirostris,Lat,-56,43,
219734,Tetrapturus angustirostris,Lon,-180,-68,
219734,Tetrapturus angustirostris,Lon,20,180,
219734,Tetrapturus angustirostris,Depth,0,200,
219734,Tetrapturus angustirostris,Depth,0,1830,
219734,Tetrapturus angustirostris,max size,,,230
219734,Tetrapturus angustirostris,common size,,,190
219734,Tetrapturus angustirostris,spawning temperature,25,,
219737,Hyperoglyphe antarctica,Lat,-55,-19,
219737,Hyperoglyphe antarctica,Lon,-67,180,
219737,Hyperoglyphe antarctica,Lon,-180,-173,
219737,Hyperoglyphe antarctica,Depth,260,490,
219737,Hyperoglyphe antarctica,Depth,100,300,
219737,Hyperoglyphe antarctica,max size,,,140
219737,Hyperoglyphe antarctica,common size,,,60
219741,Schedophilus huttoni,Lat,-43,-18,
219741,Schedophilus huttoni,Depth,0,1000,
219741,Schedophilus huttoni,Depth,275,500,
219742,Schedophilus velaini,Lat,-45,2,
219742,Schedophilus velaini,Lon,-180,180,
219742,Schedophilus velaini,Depth,40,500,
219872,Abalistes stellaris,Lat,-36,46,
219872,Abalistes stellaris,Lon,-180,-164,
219872,Abalistes stellaris,Lon,21,180,
219872,Abalistes stellaris,Depth,4,120,
219872,Abalistes stellaris,Depth,7,350,
219872,Abalistes stellaris,max size,,,60
219872,Abalistes stellaris,common size,,,40
219954,Lagocephalus sceleratus,Lat,-40,40,
219954,Lagocephalus sceleratus,lon,-180,-169,
219954,Lagocephalus sceleratus,lon,16,180,
219954,Lagocephalus sceleratus,Depth,8,180,
219954,Lagocephalus sceleratus,max size,,,110
219954,Lagocephalus sceleratus,common size,,,40
220007,Phosichthys argenteus,Lat,-49,-6,
220007,Phosichthys argenteus,lon,-180,-177,
220007,Phosichthys argenteus,lon,-54,180,
220007,Phosichthys argenteus,Depth,300,1050,
220007,Phosichthys argenteus,max size,,,30
220007,Phosichthys argenteus,max size,,,30
221409,Linophryne parini,Depth,1200,1220,
